snapshot,solar_mw,wind_mw,load_shedding_mw,electricity_demand_mw,hydrogen_demand_mw,electrolyzer_input_mw,hydrogen_output_mw,mining_mw
2030-11-10 10:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 11:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 12:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 13:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 14:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 15:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 16:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 17:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-10 18:00:00,-0.0,10763.474353910022,2101.664534978867,12865.138888888889,20.0,-0.0,-0.0,0.0
2030-11-10 19:00:00,-0.0,3677.6203170085287,9187.51857188036,12865.138888888889,20.0,-0.0,-0.0,0.0
2030-11-10 20:00:00,-0.0,-0.0,12865.138888888889,12865.138888888889,20.0,-0.0,-0.0,0.0
2030-11-10 21:00:00,-0.0,-0.0,12865.138888888889,12865.138888888889,20.0,-0.0,-0.0,0.0
2030-11-10 22:00:00,-0.0,-0.0,12865.138888888889,12865.138888888889,20.0,-0.0,-0.0,0.0
2030-11-10 23:00:00,-0.0,-0.0,12865.138888888889,12865.138888888889,20.0,-0.0,-0.0,0.0
2030-11-11 00:00:00,-0.0,-0.0,12865.138888888889,12865.138888888889,20.0,-0.0,-0.0,0.0
2030-11-11 01:00:00,-0.0,-0.0,12865.138888888889,12865.138888888889,20.0,-0.0,-0.0,0.0
2030-11-11 02:00:00,6140.132743703431,-0.0,6725.006145185458,12865.138888888889,20.0,-0.0,-0.0,0.0
2030-11-11 03:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 04:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 05:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 06:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 07:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 08:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 09:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 10:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 11:00:00,5314.516249461175,7784.279864980744,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 12:00:00,-0.0,12180.645161290322,684.4937275985667,12865.138888888889,20.0,-0.0,-0.0,0.0
2030-11-11 13:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 14:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 15:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 16:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 17:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 18:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 19:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 20:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 21:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 22:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-11 23:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 00:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 01:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 02:00:00,5513.1217285547145,7585.674385887204,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 03:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 04:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 05:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 06:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 07:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 08:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 09:00:00,13098.796114441919,-0.0,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 10:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 11:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 12:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 13:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 14:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 15:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 16:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 17:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 18:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 19:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 20:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 21:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
2030-11-12 22:00:00,-0.0,13098.796114441919,-0.0,12865.138888888889,20.0,33.657225553029114,23.56005788712038,200.0
